PRC72(2005)065203 prefered parameterization Q=5.2GeV
x	xv	dxv
0.8705	0.0605585	0.0111842
0.8715	0.0599588	0.0111019
0.8725	0.0593608	0.0110196
0.8735	0.0587645	0.0109373
0.8745	0.05817	0.0108551
0.8755	0.0575772	0.0107729
0.8765	0.0569861	0.0106907
0.8775	0.0563969	0.0106085
0.8785	0.0558095	0.0105264
0.8795	0.0552238	0.0104443
0.8805	0.0546401	0.0103622
0.8815	0.0540582	0.0102802
0.8825	0.0534781	0.0101983
0.8835	0.0529	0.0101164
0.8845	0.0523238	0.0100346
0.8855	0.0517495	0.00995282
0.8865	0.0511771	0.00987113
0.8875	0.0506067	0.00978952
0.8885	0.0500384	0.00970799
0.8895	0.049472	0.00962656
0.8905	0.0489077	0.00954522
0.8915	0.0483454	0.00946397
0.8925	0.0477852	0.00938284
0.8935	0.047227	0.00930182
0.8945	0.046671	0.00922092
0.8955	0.0461172	0.00914014
0.8965	0.0455654	0.0090595
0.8975	0.0450159	0.00897899
0.8985	0.0444686	0.00889864
0.8995	0.0439234	0.00881843
0.9005	0.0433805	0.00873839
0.9015	0.0428399	0.00865852
0.9025	0.0423016	0.00857882
0.9035	0.0417656	0.00849931
0.9045	0.0412319	0.00841999
0.9055	0.0407005	0.00834088
0.9065	0.0401716	0.00826197
0.9075	0.039645	0.00818329
0.9085	0.0391209	0.00810483
0.9095	0.0385993	0.00802661
0.9105	0.0380801	0.00794864
0.9115	0.0375634	0.00787093
0.9125	0.0370492	0.00779348
0.9135	0.0365376	0.00771632
0.9145	0.0360286	0.00763944
0.9155	0.0355222	0.00756287
0.9165	0.0350184	0.00748661
0.9175	0.0345173	0.00741068
0.9185	0.0340189	0.00733508
0.9195	0.0335232	0.00725984
0.9205	0.0330302	0.00718496
0.9215	0.03254	0.00711045
0.9225	0.0320526	0.00703634
0.9235	0.0315681	0.00696263
0.9245	0.0310864	0.00688934
0.9255	0.0306076	0.00681648
0.9265	0.0301318	0.00674408
0.9275	0.0296589	0.00667214
0.9285	0.0291889	0.00660068
0.9295	0.0287221	0.00652972
0.9305	0.0282582	0.00645928
0.9315	0.0277975	0.00638938
0.9325	0.0273399	0.00632003
0.9335	0.0268854	0.00625125
0.9345	0.0264342	0.00618306
0.9355	0.0259861	0.00611548
0.9365	0.0255414	0.00604854
0.9375	0.0250999	0.00598224
0.9385	0.0246618	0.00591662
0.9395	0.0242271	0.0058517
0.9405	0.0237959	0.0057875
0.9415	0.023368	0.00572403
0.9425	0.0229437	0.00566133
0.9435	0.022523	0.00559942
0.9445	0.0221058	0.00553833
0.9455	0.0216923	0.00547807
0.9465	0.0212825	0.00541868
0.9475	0.0208764	0.00536017
0.9485	0.0204741	0.00530258
0.9495	0.0200756	0.00524594
0.9505	0.019681	0.00519026
0.9515	0.0192904	0.00513558
0.9525	0.0189037	0.00508193
0.9535	0.0185211	0.00502933
0.9545	0.0181425	0.00497781
0.9555	0.0177682	0.0049274
0.9565	0.017398	0.00487812
0.9575	0.0170321	0.00483001
0.9585	0.0166706	0.0047831
0.9595	0.0163134	0.0047374
0.9605	0.0159608	0.00469295
0.9615	0.0156126	0.00464977
0.9625	0.0152691	0.0046079
0.9635	0.0149303	0.00456735
0.9645	0.0145962	0.00452815
0.9655	0.014267	0.00449032
0.9665	0.0139427	0.0044539
0.9675	0.0136234	0.00441889
0.9685	0.0133092	0.00438533
0.9695	0.0130002	0.00435322
0.9705	0.0126965	0.00432258
0.9715	0.0123982	0.00429344
0.9725	0.0121054	0.0042658
0.9735	0.0118182	0.00423968
0.9745	0.0115367	0.00421508
0.9755	0.0112611	0.00419201
0.9765	0.0109914	0.00417048
0.9775	0.0107279	0.00415048
0.9785	0.0104706	0.00413202
0.9795	0.0102198	0.00411509
0.9805	0.00997555	0.00409968
0.9815	0.00973805	0.00408578
0.9825	0.00950751	0.00407339
0.9835	0.00928413	0.00406247
0.9845	0.00906813	0.00405302
0.9855	0.00885975	0.004045
0.9865	0.00865926	0.0040384
0.9875	0.00846694	0.00403317
0.9885	0.00828313	0.00402928
0.9895	0.00810819	0.0040267
0.9905	0.00794252	0.00402538
0.9915	0.0077866	0.00402527
0.9925	0.00764097	0.00402634
0.9935	0.00750629	0.00402851
0.9945	0.00738334	0.00403173
0.9955	0.0072731	0.00403593
0.9965	0.00717687	0.00404106
0.9975	0.00709645	0.00404704
0.9985	0.00703462	0.00405379
0.9995	0.00699683	0.00406125
